Facility_Name,City,ZIP_Code,County_Code,County_Name,Type,Category,longitude,latitude,x,y
DIVISADERO COMMUNITY HEALTH CENTER,Fresno,93701,19,Fresno,Clinic,Community Clinic,-119.78688,36.74339,-13334613.08,4403398.06
UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,Mendota,93640,19,Fresno,Clinic,Community Clinic,-120.384,36.76658,-13401084.16,4406620.099
KINGS WINERY MEDICAL CLINIC,Fresno,93727,19,Fresno,Clinic,Community Clinic,-119.73071,36.73603,-13328360.26,4402375.66
UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,Kerman,93630,19,Fresno,Clinic,Community Clinic,-120.06035,36.73219,-13365055.62,4401842.277
CENTRAL VALLEY INDIAN HEALTH CLINIC PRATHER,Prather,93651,19,Fresno,Clinic,Community Clinic,-119.51793,37.03865,-13304673.7,4444494.754
UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY - FIREBAUGH,Firebaugh,93622,19,Fresno,Clinic,Community Clinic,-120.455247,36.859255,-13409015.34,4419506.163
KERMAN HEALTH CENTER,Kerman,93630,19,Fresno,Clinic,Community Clinic,-120.06037,36.73428,-13365057.84,4402132.58
"COALINGA VALLEY HEALTH CLINICS, INC. - HURON",Huron,93234,19,Fresno,Clinic,Community Clinic,-120.1022961,36.2015363,-13369725.04,4328387.318
"COALINGA VALLEY HEALTH, INC. - COALINGA",Coalinga,93210,19,Fresno,Clinic,Community Clinic,-120.3378182,36.15104621,-13395943.23,4321424.364
EASTON COMMUNITY HEALTH CENTER,Fresno,93706,19,Fresno,Clinic,Community Clinic,-119.79079,36.65135,-13335048.34,4390619.553
VALLEY SMILES,San Joaquin,93660,19,Fresno,Clinic,Community Clinic,-120.18476,36.6048,-13378904.87,4384162.536
UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,Sanger,93657,19,Fresno,Clinic,Community Clinic,-119.57214,36.70682,-13310708.34,4398318.977
PREGNANCY CARE CENTER,Fresno,93710,19,Fresno,Clinic,Community Clinic,-119.774001,36.823237,-13333179.39,4414496.154
ORCHARD MEDICAL CENTER,Orange Cove,93646,19,Fresno,Clinic,Community Clinic,-119.31257,36.625237,-13281813.14,4386996.895
WEST FRESNO COMMUNITY HEALTH CENTER,Fresno,93706,19,Fresno,Clinic,Community Clinic,-119.80887,36.72409,-13337060.99,4400717.249
CASTLE WOUND HEALING CENTER,Atwater,95301,47,Merced,Clinic,Community Clinic,-120.57614,37.36491,-13422473.08,4490092.617
HEALTHY SMILES MOBILE DENTAL FOUNDATION,Fresno,93711,19,Fresno,Clinic,Community Clinic,-119.81463,36.80825,-13337702.19,4412412.199
REGIONAL MEDICAL COMMUNITY HEALTH CENTER,Fresno,93721,19,Fresno,Clinic,Community Clinic,-119.78062,36.74335,-13333916.22,4403392.504
DUAL DIAGNOSIS ASSESSMENT AND TREATMENT CENTER,Fresno,93728,19,Fresno,Clinic,Community Clinic,-119.82585,36.75845,-13338951.2,4405490.396
UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,Kerman,93630,19,Fresno,Clinic,Community Clinic,-120.06032,36.72717,-13365052.28,4401145.025
BULLARD COMMUNITY HEALTH CENTER,Fresno,93710,19,Fresno,Clinic,Community Clinic,-119.78157,36.823282,-13334021.97,4414502.412
SEQUOIA COMMUNITY HEALTH CENTERS-DIVISADERO WOMEN'S HLTH.  C,Fresno,93701,19,Fresno,Clinic,Community Clinic,-119.78617,36.744087,-13334534.04,4403494.888
PREGNANCY CARE CENTER,Fresno,93701,19,Fresno,Clinic,Community Clinic,-119.7863442,36.74471705,-13334553.43,4403582.415
ELM CHILDREN'S COMMUNITY HEALTH CENTER,Fresno,93706,19,Fresno,Clinic,Community Clinic,-119.790967,36.70047,-13335068.04,4397437.296
KERMAN DENTAL CENTER,Kerman,93630,19,Fresno,Clinic,Community Clinic,-120.0600909,36.7212185,-13365026.77,4400318.451
GARLAND COMMUNITY HEALTH CENTER,Fresno,93726,19,Fresno,Clinic,Community Clinic,-119.77272,36.78519,-13333036.79,4409206.483
KERMAN HEALTH CENTER,Kerman,93630,19,Fresno,Clinic,Community Clinic,-120.0603,36.72858,-13365050.05,4401340.862
BAART COMMUNITY HEALTHCARE - VAN NESS CLINIC,Fresno,93728,19,Fresno,Clinic,Community Clinic,-119.798913,36.750799,-13335952.59,4404427.366
BAART COMMUNITY HEALTHCARE - E STREET CLINIC,Fresno,93706,19,Fresno,Clinic,Community Clinic,-119.7995032,36.73262002,-13336018.29,4401902.004
DIVISADERO COMMUNITY HEALTH CENTER,Fresno,93701,19,Fresno,Clinic,Community Clinic,-119.7862923,36.7440703,-13334547.66,4403492.568
"FAMILYFIRST HEALTH CARE, A SERVICE OF PLND. PARNT. - FRESNO",Fresno,93710,19,Fresno,Clinic,Community Clinic,-119.77239,36.82463,-13333000.06,4414689.872
ELM DENTAL CENTER,Fresno,93706,19,Fresno,Clinic,Community Clinic,-119.79087,36.70115,-13335057.24,4397531.709
TZU CHI MOBILE CLINIC,Fresno,93720,19,Fresno,Clinic,Free Clinic,-119.7477743,36.8433914,-13330259.85,4417299.283
SABLAN HEALTH CENTER,Firebaugh,93622,19,Fresno,Clinic,Community Clinic,-120.4578403,36.8607185,-13409304.02,4419709.782
WEST SHAW COMMUNITY HEALTH CENTER,Fresno,93722,19,Fresno,Clinic,Community Clinic,-119.878167,36.808129,-13344775.1,4412395.376
ELM WOMEN'S & PEDIATRIC COMMUNITY HEALTH CENTER,Fresno,93706,19,Fresno,Clinic,Community Clinic,-119.7906569,36.7009682,-13335033.52,4397506.467
TZU CHI MOBILE CLINIC,Fresno,93726,19,Fresno,Clinic,Free Clinic,-119.727413,36.788526,-13327993.24,4409670.181
NORTH FINE COMMUNITY HEALTH CENTER,Fresno,93727,19,Fresno,Clinic,Community Clinic,-119.7291509,36.7682623,-13328186.71,4406853.871
"CENTRAL VALLEY INDIAN HEALTH, INC.",Clovis,93611,19,Fresno,Clinic,Community Clinic,-119.66104,36.83738,-13320604.64,4416463.123
KERMAN UNIFIED SCHOOL DISTRICT COMMUNITY HEALTH CENTER,Kerman,93630,19,Fresno,Clinic,Community Clinic,-120.0564582,36.72455708,-13364622.38,4400782.121
NORTH MARKS MEDICAL CLINIC,Fresno,93722,19,Fresno,Clinic,Community Clinic,-119.84434,36.79405,-13341009.5,4410438.054
Fresenius Medical Care,Fresno,93727,19,Fresno,Clinic,Community Clinic,-119.72358,36.76813,-13327566.56,4406835.486
CLOVIS COMMUNITY HEALTH CENTER,Clovis,93612,19,Fresno,Clinic,Community Clinic,-119.71252,36.80839,-13326335.36,4412431.664
CENTRAL VALLEY MEDICAL SERVICES CORPORATION,Fresno,93721,19,Fresno,Clinic,Community Clinic,-119.78752,36.73312,-13334684.32,4401971.451
ARIA COMMUNITY HEALTH CENTER RIVERDALE,Riverdale,93656,19,Fresno,Clinic,Community Clinic,-119.8621,36.43084,-13342986.53,4360066.689
UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,Reedley,93654,19,Fresno,Clinic,Community Clinic,-119.4326,36.60414,-13295174.82,4384071.008
GASTON MIDDLE SCHOOL HEALTH AND WELLNESS CENTER,Fresno,93706,19,Fresno,Clinic,Community Clinic,-119.797611,36.714115,-13335807.65,4399331.964
PREGNANCY CARE CENTER,Fresno,93720,19,Fresno,Clinic,Community Clinic,-119.74522,36.83789,-13329975.51,4416534.06
AMPLA HEALTH ORLAND MEDICAL & DENTAL,Orland,95963,21,Glenn,Clinic,Community Clinic,-122.20163,39.74164,-13603421.74,4828468.083
AMPLA HEALTH HAMILTON CITY MEDICAL,Hamilton City,95951,21,Glenn,Clinic,Community Clinic,-122.011273,39.740667,-13582231.3,4828327.22
"NORTHERN VALLEY INDIAN HEALTH, INC.",Willows,95988,21,Glenn,Clinic,Community Clinic,-122.19539,39.52209,-13602727.11,4796734.067
AMPLA HEALTH HAMILTON CITY MEDICAL,Hamilton City,95951,21,Glenn,Clinic,Community Clinic,-122.01169,39.74132,-13582277.72,4828421.755
HUMBOLDT OPEN DOOR CLINIC,Arcata,95521,23,Humboldt,Clinic,Community Clinic,-124.08612,40.8698,-13813202.15,4993155.371
NORTHCOUNTRY CLINIC-ARCATA,Arcata,95521,23,Humboldt,Clinic,Community Clinic,-124.08372,40.87605,-13812934.99,4994075.473
REDWOODS RURAL HEALTH CENTER. INC,Redway,95560,23,Humboldt,Clinic,Community Clinic,-123.81342,40.11687,-13782845.35,4882939.335
SIX RIVERS PLANNED PARENTHOOD,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.13979,40.78624,-13819176.67,4980862.31
EUREKA COMMUNITY HEALTH CENTER,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.14046,40.78586,-13819251.26,4980806.441
MOBILE MEDICAL OFFICE,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.15572,40.80553,-13820949.99,4983698.814
WILLOW CREEK COMMUNITY HEALTH CENTER,Willow Creek,95573,23,Humboldt,Clinic,Community Clinic,-123.63354,40.93992,-13762821.19,5003483.156
MCKINLEYVILLE COMMUNITY HEALTH CENTER,Mckinleyville,95519,23,Humboldt,Clinic,Community Clinic,-124.10096,40.93506,-13814854.13,5002766.992
NORTHCOUNTRY CLINIC - MC KINLEYVILLE,Mc Kinleyville,95519,23,Humboldt,Clinic,Community Clinic,-124.10077,40.93507,-13814832.98,5002768.465
ORICK COMMUNITY HEALTH CENTER,Orick,95555,23,Humboldt,Clinic,Community Clinic,-124.06049,41.28624,-13810349.03,5054653.36
"UNITED INDIAN HEALTH SERVICES, INC.",Arcata,95521,23,Humboldt,Clinic,Community Clinic,-124.0896,40.89669,-13813589.55,4997114.634
EUREKA COMMUNITY HEALTH CENTER - BURRE DENTAL CTR,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.14974,40.80059,-13820284.3,4982972.332
SECOND MOBILE UNIT,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.15572,40.80553,-13820949.99,4983698.814
TELEHEALTH AND VISITING SPECIALIST CENTER,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.14066,40.78592,-13819273.52,4980815.262
SIX RIVERS PLANNED PARENTHOOD,Eureka,95503,23,Humboldt,Clinic,Community Clinic,-124.13737,40.77933,-13818907.28,4979846.428
SECOND MOBILE UNIT,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.12637,40.80447,-13817682.76,4983542.925
MOBILE MEDICAL OFFICE - MOBILE UNIT A,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.155586,40.805541,-13820935.07,4983700.432
OLD TOWN DENTAL CENTER,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.16842,40.803312,-13822363.75,4983372.626
PERINATAL SERVICES OF NORTHCOUNTRY CLINIC,Arcata,95521,23,Humboldt,Clinic,Community Clinic,-124.093,40.89672,-13813968.03,4997119.052
J ROPHE MEDICAL,Eureka,95501,23,Humboldt,Clinic,Free Clinic,-124.14038,40.78592,-13819242.35,4980815.263
BURRE MOBILE DENTAL,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.14974,40.80059,-13820284.3,4982972.332
EUREKA COMMUNITY HEALTH CENTER,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.1469789,40.8017753,-13819976.94,4983146.639
MOBILE MEDICAL OFFICE - MOBILE UNIT A,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.12637,40.80447,-13817682.76,4983542.925
REDWOOD COAST PACE,Eureka,95501,23,Humboldt,Clinic,Community Clinic,-124.1719,40.79042,-13822751.14,4981476.89
FERNDALE COMMUNITY HEALTH CENTER,Ferndale,95536,23,Humboldt,Clinic,Community Clinic,-124.26167,40.57855,-13832744.29,4950374.489
PLANNED PARENTHOOD EUREKA,Eureka,95503,23,Humboldt,Clinic,Community Clinic,-124.13737,40.77933,-13818907.28,4979846.428
"CLINICAS DE SALUD DEL PUEBLO, INC - BRAWLEY",Brawley,92227,25,Imperial,Clinic,Community Clinic,-115.52854,32.97861,-12860576.96,3892464.492
CLINICAS DE SALUD DEL PUEBLO INC - CALEXICO,Calexico,92231,25,Imperial,Clinic,Community Clinic,-115.50284,32.69404,-12857716.05,3854762.308
NILAND HEALTH CLINIC,Niland,92257,25,Imperial,Clinic,Community Clinic,-115.54574,33.25725,-12862491.65,3929498.933
"CLINICAS DE SALUD DEL PUEBLO, INC.",El Centro,92243,25,Imperial,Clinic,Community Clinic,-115.55222,32.78056,-12863213,3866212.419
WINTERHAVEN HEALTH CLINIC,Winterhaven,92283,25,Imperial,Clinic,Community Clinic,-114.6356,32.73859,-12761175.35,3860656.689
BRAWLEY DENTAL CLINIC,Brawley,92227,25,Imperial,Clinic,Community Clinic,-115.522777,32.973084,-12859935.42,3891731.209
EL CENTRO HEALTH CLINIC,El Centro,92243,25,Imperial,Clinic,Community Clinic,-115.55814,32.77067,-12863872.01,3864903.007
EHMAN WOMEN'S CENTER,Brawley,92227,25,Imperial,Clinic,Community Clinic,-115.55269,32.95991,-12863265.32,3889983.244
BRAWLEY OPEN ACCESS HEALTH CENTER,Brawley,92227,25,Imperial,Clinic,Community Clinic,-115.55269,32.95997,-12863265.32,3889991.205
PLANNED PARENTHOOD - EL CENTRO,El Centro,92243,25,Imperial,Clinic,Community Clinic,-115.55235,32.78039,-12863227.47,3866189.91
DEATH VALLEY HEALTH CENTER,Shoshone,92384,27,Inyo,Clinic,Community Clinic,-116.29881,36.10666,-12946322.98,4315306.844
BISHOP HEALTH CENTER,Bishop,93514,27,Inyo,Clinic,Community Clinic,-118.4187,37.36115,-13182308,4489565.975
OMNI FAMILY HEALTH,Buttonwillow,93206,29,Kern,Clinic,Community Clinic,-119.46587,35.3997,-13298878.43,4218331.64
OMNI FAMILY HEALTH,Lost Hills,93249,29,Kern,Clinic,Community Clinic,-119.69528,35.61608,-13324416.23,4247921.672
KERN RIVER HEALTH CENTER,Wofford Heights,93285,29,Kern,Clinic,Community Clinic,-118.4576,35.70664,-13186638.34,4260329.514
EAST BAKERSFIELD COMMUNITY HEALTH CENTER,Bakersfield,93307,29,Kern,Clinic,Community Clinic,-118.98519,35.36581,-13245369.39,4213704.373
PLANNED PARENTHOOD - BAKERSFIELD,Bakersfield,93301,29,Kern,Clinic,Community Clinic,-119.0316892,35.3719117,-13250545.65,4214537.342
OMNI FAMILY HEALTH,Delano,93215,29,Kern,Clinic,Community Clinic,-119.2457,35.76916,-13274369.22,4268903.768
LAMONT COMMUNITY HEALTH CENTER,Lamont,93241,29,Kern,Clinic,Community Clinic,-118.90805,35.25967,-13236782.2,4199224.812
CALIFORNIA AVENUE COMMUNITY HEALTH CENTER,Bakersfield,93304,29,Kern,Clinic,Community Clinic,-119.008466,35.368163,-13247960.46,4214025.583
FAMILY HEALTH CENTER,Bakersfield,93304,29,Kern,Clinic,Community Clinic,-119.02047,35.35506,-13249296.74,4212236.999
FRAZIER MOUNTAIN COMMUNITY HEALTH CENTER,Frazier Park,93225,29,Kern,Clinic,Community Clinic,-118.94257,34.82209,-13240624.96,4139729.424
MC FARLAND COMMUNITY HEALTH CENTER,Mc Farland,93250,29,Kern,Clinic,Community Clinic,-119.22975,35.67801,-13272593.67,4256405.331
CENTRAL BAKERSFIELD COMMUNITY HEALTH CENTER,Bakersfield,93304,29,Kern,Clinic,Community Clinic,-119.00505,35.35387,-13247580.19,4212074.576
OMNI FAMILY HEALTH,Wasco,93280,29,Kern,Clinic,Community Clinic,-119.34989,35.59426,-13285967.6,4244934.157
OMNI FAMILY HEALTH,Taft,93268,29,Kern,Clinic,Community Clinic,-119.45307,35.14987,-13297453.54,4184265.904
"POLYCLINIC MEDICAL CENTER, INC.",Bakersfield,93305,29,Kern,Clinic,Community Clinic,-118.96845,35.376385,-13243505.9,4215148.05
PREGNANCY CARE CENTER,Ridgecrest,93555,29,Kern,Clinic,Community Clinic,-117.66551,35.62122,-13098463.3,4248625.522
SAGE COMMUNITY HEALTH CENTER,Ridgecrest,93555,29,Kern,Clinic,Community Clinic,-117.66996,35.63964,-13098958.67,4251148.315
34TH  STREET COMMUNITY HEALTH CENTER,Bakersfield,93301,29,Kern,Clinic,Community Clinic,-119.0101324,35.3922184,-13248145.96,4217309.948
DELANO COMMUNITY HEALTH CENTER,Delano,93215,29,Kern,Clinic,Community Clinic,-119.23655,35.7614,-13273350.64,4267839.164
CLINICA SIERRA VISTA MOBILE HEALTH SERVICES,Bakersfield,93307,29,Kern,Clinic,Community Clinic,-118.98519,35.36581,-13245369.39,4213704.373
OMNI FAMILY HEALTH,Shafter,93263,29,Kern,Clinic,Community Clinic,-119.27717,35.50326,-13277872.44,4232483.552
ARVIN COMMUNITY HEALTH CENTER,Arvin,93203,29,Kern,Clinic,Community Clinic,-118.83082,35.20969,-13228185,4192413.137
KERN VALLEY MEDICAL CENTER,Lake Isabella,93240,29,Kern,Clinic,Community Clinic,-118.47382,35.62729,-13188443.94,4249456.809
BAKERSFIELD MEDICAL AND MENTAL HEALTH SERVICES,Bakersfield,93307,29,Kern,Clinic,Community Clinic,-119.00291,35.34381,-13247341.97,4210701.583
SOUTH BAKERSFIELD COMMUNITY HEALTH CENTER,Bakersfield,93304,29,Kern,Clinic,Community Clinic,-119.03895,35.33307,-13251353.92,4209235.973
OMNI FAMILY HEALTH,Shafter,93263,29,Kern,Clinic,Community Clinic,-119.26358,35.49434,-13276359.61,4231263.878
OMNI FAMILY HEALTH,Delano,93215,29,Kern,Clinic,Community Clinic,-119.24511,35.7725,-13274303.54,4269362.019
BAKERSFIELD PREGNANCY CENTER,Bakersfield,93301,29,Kern,Clinic,Free Clinic,-119.023331,35.385919,-13249615.22,4216449.775
OMNI FAMILY HEALTH,Bakersfield,93308,29,Kern,Clinic,Community Clinic,-119.03126,35.4086,-13250497.87,4219547.144
RIDGECREST COMMUNITY HEALTH CENTER,Ridgecrest,93555,29,Kern,Clinic,Community Clinic,-117.66996,35.63964,-13098958.67,4251148.315
NORTH OF THE RIVER COMMUNITY HEALTH CENTER,Bakersfield,93308,29,Kern,Clinic,Community Clinic,-119.02138,35.42974,-13249398.04,4222434.855
RIDGECREST COMMUNITY HEALTH CENTER,Ridgecrest,93555,29,Kern,Clinic,Community Clinic,-117.67706,35.64071,-13099749.04,4251294.88
TEHACHAPI COMMUNITY HEALTH CENTER,Tehachapi,93561,29,Kern,Clinic,Community Clinic,-118.467867,35.130922,-13187781.27,4181686.505
FRAZIER MOUNTAIN COMMUNITY HEALTH CENTER,Lebec,93243,29,Kern,Clinic,Community Clinic,-118.8844,34.82079,-13234149.5,4139553.142
ARVIN COMMUNITY HEALTH CENTER,Arvin,93203,29,Kern,Clinic,Community Clinic,-118.8393,35.20895,-13229128.99,4192312.316
OMNI FAMILY HEALTH,Tehachapi,93561,29,Kern,Clinic,Community Clinic,-118.45199,35.13424,-13186013.85,4182138.141
WEST DELANO DENTAL CENTER,Delano,93215,29,Kern,Clinic,Community Clinic,-119.24652,35.75593,-13274460.5,4267088.79
OMNI FAMILY HEAALTH,Bakersfield,93312,29,Kern,Clinic,Community Clinic,-119.11006,35.3918,-13259269.85,4217252.815
BAKERSFIELD PREGNANCY CENTER,Bakersfield,93301,29,Kern,Clinic,Free Clinic,-119.02269,35.37812,-13249543.87,4215384.928
OMNI FAMILY HEALTH,Ridgecrest,93555,29,Kern,Clinic,Community Clinic,-117.66729,35.64338,-13098661.45,4251660.615
ANTELOPE VALLEY COMMUNITY CLINIC - LANCASTER,Lancaster,93534,37,Los Angeles,Clinic,Community Clinic,-118.1481053,34.7020337,-13152185.57,4123461.406
OMNI FAMILY HEALTH,Bakersfield,93312,29,Kern,Clinic,Community Clinic,-119.11415,35.3653,-13259725.15,4213634.755
EAST BAKERSFIELD DENTAL CLINIC,Bakersfield,93307,29,Kern,Clinic,Community Clinic,-118.98869,35.36838,-13245759,4214055.207
BAKERSFIELD HEALTH SERVICES,Bakersfield,93305,29,Kern,Clinic,Community Clinic,-118.99464,35.37382694,-13246421.35,4214798.812
JESUS SHACK MOBILE MEDICAL,Bakersfield,93301,29,Kern,Clinic,Free Clinic,-119.01674,35.38672,-13248881.52,4216559.147
34TH STREET COMMUNITY HEALTH CENTER,Bakersfield,93301,29,Kern,Clinic,Community Clinic,-119.0086935,35.3970568,-13247985.78,4217970.669
CHINA LAKE COMMUNITY HEALTH CLINIC,Ridgecrest,93555,29,Kern,Clinic,Community Clinic,-117.6698908,35.6391452,-13098950.97,4251080.54
OLD TOWN KERN COMMUNITY HEALTH CENTER,Bakersfield,93305,29,Kern,Clinic,Community Clinic,-118.9956017,35.37029007,-13246528.41,4214315.96
OMNI FAMILY HEALTH,Bakersfield,93313,29,Kern,Clinic,Community Clinic,-119.0546725,35.2960167,-13253104.14,4204181.072
GREENFIELD COMMUNITY HEALTH CENTER,Bakersfield,93307,29,Kern,Clinic,Community Clinic,-119.0213091,35.2740574,-13249390.15,4201186.422
PLANNED PARENTHOOD - BAKERSFIELD,Bakersfield,93301,29,Kern,Clinic,Community Clinic,-119.03212,35.37233,-13250593.61,4214594.448
OMNI FAMILY HEALTH,Bakersfield,93309,29,Kern,Clinic,Community Clinic,-119.04973,35.33945,-13252553.94,4210106.583
Bakersfield clinic,Bakersfield,93306,29,Kern,Clinic,Community Clinic,-118.91749,35.3763,-13237833.06,4215136.445
EAST NILES COMMUNITY HEALTH CENTER,Bakersfield,93306,29,Kern,Clinic,Community Clinic,-118.91749,35.3763,-13237833.06,4215136.445
OMNI FAMILY HEALTH,Bakersfield,93308,29,Kern,Clinic,Community Clinic,-119.0209,35.40752,-13249344.6,4219399.637
KERN MOBILE UNIT,Bakersfield,93307,29,Kern,Clinic,Community Clinic,-119.00313,35.34891,-13247366.46,4211397.612
AVENAL COMMUNITY HEALTH CENTER,Avenal,93204,31,Kings,Clinic,Community Clinic,-120.1213882,36.00766917,-13371850.36,4301676.004
WINDWALKER RURAL HEALTH CENTER,Avenal,93204,31,Kings,Clinic,Community Clinic,-120.13433,36.01287,-13373291.04,4302391.723
TACHI MEDICAL CENTER,Lemoore,93245,31,Kings,Clinic,Community Clinic,-119.76089,36.23732,-13331719.89,4333324.872
FAMILY HEALTHCARE NETWORK - HANFORD,Hanford,93230,31,Kings,Clinic,Community Clinic,-119.6501,36.32702,-13319386.81,4345711.925
ARIA COMMUNITY HEALTH CENTER,Lemoore,93245,31,Kings,Clinic,Community Clinic,-119.78238,36.3011,-13334112.15,4342131.06
UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,Corcoran,93212,31,Kings,Clinic,Community Clinic,-119.56283,36.09801,-13309671.96,4314115.098
ARIA COMMUNITY HEALTH CENTER,Avenal,93204,31,Kings,Clinic,Community Clinic,-120.121476,36.007458,-13371860.14,4301646.944
ARIA COMMUNITY HEALTH CENTER - MOBILE 2,Avenal,93204,31,Kings,Clinic,Community Clinic,-120.121558,36.007935,-13371869.27,4301712.585
UNITED HEALTH CENTERS OF THE SAN JOAQUIN VALLEY,Lemoore,93245,31,Kings,Clinic,Community Clinic,-119.78075,36.3157,-13333930.7,4344147.914
ARIA COMMUNITY HEALTH CENTER AMC,Avenal,93204,31,Kings,Clinic,Community Clinic,-120.1366,36.00249,-13373543.73,4300963.312
"LAKE COUNTY TRIBAL HEALTH CONSORTIUM, INC.",Lakeport,95453,33,Lake,Clinic,Community Clinic,-122.92209,39.03771,-13683622.98,4727073.923
MENDOCINO COMMUNITY HEALTH CLINIC - LAKESIDE CLINIC,Lakeport,95453,33,Lake,Clinic,Community Clinic,-122.90292,39.10542,-13681488.98,4736782.627
"PLANNED PARENTHOOD BASICS, LAKEWOOD",Lakewood,90713,37,Los Angeles,Clinic,Community Clinic,-118.12431,33.84714,-13149536.69,4008294.431
SUTTER LAKESIDE COMMUNITY CLINIC,Lakeport,95453,33,Lake,Clinic,Community Clinic,-122.90816,39.10522,-13682072.29,4736753.936
PLANNED PARENTHOOD CLEARLAKE CENTER,Clearlake,95422,33,Lake,Clinic,Community Clinic,-122.63823,38.961834,-13652023.83,4716205.369
TRIBAL HEALTH PEDIATRICS AND OBSTETRICS,Lakeport,95453,33,Lake,Clinic,Community Clinic,-122.91816,39.03461,-13683185.49,4726629.647
BIG VALLEY MEDICAL CENTER,Bieber,96009,35,Lassen,Clinic,Community Clinic,-121.143,41.1213,-13485575.58,5030249.091
DOYLE FAMILY PRACTICE,Doyle,96109,35,Lassen,Clinic,Community Clinic,-120.053659,39.933828,-13364310.73,4856330.222
LASSEN FAMILY PRACTICE,Susanville,96130,35,Lassen,Clinic,Community Clinic,-120.65687,40.4136,-13431459.86,4926228.016
WESTWOOD FAMILY PRACTICE,Westwood,96130,35,Lassen,Clinic,Community Clinic,-121.0019418,40.3008799,-13469873.07,4909761.369
LASSEN INDIAN HEALTH CENTER,Susanville,96130,35,Lassen,Clinic,Community Clinic,-120.65726,40.42712,-13431503.27,4928204.929
GREAT BASIN PRIMARY CARE CENTER,Susanville,96130,35,Lassen,Clinic,Community Clinic,-120.63635,40.41393,-13429175.58,4926276.264
